"description","units","source key","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"District Of Columbia : subbituminous coal","dollars per tons","ELEC.COST.SUB-DC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"District Of Columbia : lignite coal","dollars per tons","ELEC.COST.LIG-DC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"District Of Columbia : petroleum liquids","dollars per barrels","ELEC.COST.PEL-DC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"District Of Columbia : petroleum coke","dollars per tons","ELEC.COST.PC-DC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"District Of Columbia : natural gas","dollars per mcf","ELEC.COST.NG-DC-99.A","--","--","--","W","W","W","W","W","W","W","W","W"
"Florida",,"ELEC.COST..A",,,,,,,,,,,,
"Florida : coal","dollars per tons","ELEC.COST.COW-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Florida : bituminous coal","dollars per tons","ELEC.COST.BIT-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Florida : subbituminous coal","dollars per tons","ELEC.COST.SUB-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Florida : lignite coal","dollars per tons","ELEC.COST.LIG-FL-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Florida : petroleum liquids","dollars per barrels","ELEC.COST.PEL-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Florida : petroleum coke","dollars per tons","ELEC.COST.PC-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Florida : natural gas","dollars per mcf","ELEC.COST.NG-FL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia",,"ELEC.COST..A",,,,,,,,,,,,
"Georgia : coal","dollars per tons","ELEC.COST.COW-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia : bituminous coal","dollars per tons","ELEC.COST.BIT-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia : subbituminous coal","dollars per tons","ELEC.COST.SUB-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia : lignite coal","dollars per tons","ELEC.COST.LIG-GA-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Georgia : petroleum liquids","dollars per barrels","ELEC.COST.PEL-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia : petroleum coke","dollars per tons","ELEC.COST.PC-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Georgia : natural gas","dollars per mcf","ELEC.COST.NG-GA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Maryland",,"ELEC.COST..A",,,,,,,,,,,,
"Maryland : coal","dollars per tons","ELEC.COST.COW-MD-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Maryland : bituminous coal","dollars per tons","ELEC.COST.BIT-MD-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Maryland : subbituminous coal","dollars per tons","ELEC.COST.SUB-MD-99.A","W","W","W","W","W","W","W","W","W","W","W","--"
"Maryland : lignite coal","dollars per tons","ELEC.COST.LIG-MD-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Maryland : petroleum liquids","dollars per barrels","ELEC.COST.PEL-MD-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Maryland : petroleum coke","dollars per tons","ELEC.COST.PC-MD-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Maryland : natural gas","dollars per mcf","ELEC.COST.NG-MD-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"North Carolina",,"ELEC.COST..A",,,,,,,,,,,,
"North Carolina : coal","dollars per tons","ELEC.COST.COW-NC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"North Carolina : bituminous coal","dollars per tons","ELEC.COST.BIT-NC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"North Carolina : subbituminous coal","dollars per tons","ELEC.COST.SUB-NC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"North Carolina : lignite coal","dollars per tons","ELEC.COST.LIG-NC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"North Carolina : petroleum liquids","dollars per barrels","ELEC.COST.PEL-NC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"North Carolina : petroleum coke","dollars per tons","ELEC.COST.PC-NC-99.A","--","--","--","--","--","--","--","W","W","--","--","--"
"North Carolina : natural gas","dollars per mcf","ELEC.COST.NG-NC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"South Carolina",,"ELEC.COST..A",,,,,,,,,,,,
"South Carolina : coal","dollars per tons","ELEC.COST.COW-SC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"South Carolina : bituminous coal","dollars per tons","ELEC.COST.BIT-SC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"South Carolina : subbituminous coal","dollars per tons","ELEC.COST.SUB-SC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"South Carolina : lignite coal","dollars per tons","ELEC.COST.LIG-SC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"South Carolina : petroleum liquids","dollars per barrels","ELEC.COST.PEL-SC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"South Carolina : petroleum coke","dollars per tons","ELEC.COST.PC-SC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"South Carolina : natural gas","dollars per mcf","ELEC.COST.NG-SC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Virginia",,"ELEC.COST..A",,,,,,,,,,,,
"Virginia : coal","dollars per tons","ELEC.COST.COW-VA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Virginia : bituminous coal","dollars per tons","ELEC.COST.BIT-VA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Virginia : subbituminous coal","dollars per tons","ELEC.COST.SUB-VA-99.A","--","--","--","--","--","--","--","--","--","W","--","--"
"Virginia : lignite coal","dollars per tons","ELEC.COST.LIG-VA-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Virginia : petroleum liquids","dollars per barrels","ELEC.COST.PEL-VA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Virginia : petroleum coke","dollars per tons","ELEC.COST.PC-VA-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Virginia : natural gas","dollars per mcf","ELEC.COST.NG-VA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia",,"ELEC.COST..A",,,,,,,,,,,,
"West Virginia : coal","dollars per tons","ELEC.COST.COW-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia : bituminous coal","dollars per tons","ELEC.COST.BIT-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia : subbituminous coal","dollars per tons","ELEC.COST.SUB-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia : lignite coal","dollars per tons","ELEC.COST.LIG-WV-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"West Virginia : petroleum liquids","dollars per barrels","ELEC.COST.PEL-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia : petroleum coke","dollars per tons","ELEC.COST.PC-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West Virginia : natural gas","dollars per mcf","ELEC.COST.NG-WV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central",,"ELEC.COST..A",,,,,,,,,,,,
"East South Central : coal","dollars per tons","ELEC.COST.COW-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : bituminous coal","dollars per tons","ELEC.COST.BIT-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : subbituminous coal","dollars per tons","ELEC.COST.SUB-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : lignite coal","dollars per tons","ELEC.COST.LIG-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : petroleum liquids","dollars per barrels","ELEC.COST.PEL-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : petroleum coke","dollars per tons","ELEC.COST.PC-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"East South Central : natural gas","dollars per mcf","ELEC.COST.NG-ESC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alabama",,"ELEC.COST..A",,,,,,,,,,,,
"Alabama : coal","dollars per tons","ELEC.COST.COW-AL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alabama : bituminous coal","dollars per tons","ELEC.COST.BIT-AL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alabama : subbituminous coal","dollars per tons","ELEC.COST.SUB-AL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alabama : lignite coal","dollars per tons","ELEC.COST.LIG-AL-99.A","W","--","--","W","--","--","--","--","--","--","--","--"
"Alabama : petroleum liquids","dollars per barrels","ELEC.COST.PEL-AL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Alabama : petroleum coke","dollars per tons","ELEC.COST.PC-AL-99.A","--","--","--","W","--","--","--","--","--","--","--","--"
"Alabama : natural gas","dollars per mcf","ELEC.COST.NG-AL-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky",,"ELEC.COST..A",,,,,,,,,,,,
"Kentucky : coal","dollars per tons","ELEC.COST.COW-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky : bituminous coal","dollars per tons","ELEC.COST.BIT-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky : subbituminous coal","dollars per tons","ELEC.COST.SUB-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky : lignite coal","dollars per tons","ELEC.COST.LIG-KY-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Kentucky : petroleum liquids","dollars per barrels","ELEC.COST.PEL-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky : petroleum coke","dollars per tons","ELEC.COST.PC-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Kentucky : natural gas","dollars per mcf","ELEC.COST.NG-KY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi",,"ELEC.COST..A",,,,,,,,,,,,
"Mississippi : coal","dollars per tons","ELEC.COST.COW-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi : bituminous coal","dollars per tons","ELEC.COST.BIT-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi : subbituminous coal","dollars per tons","ELEC.COST.SUB-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi : lignite coal","dollars per tons","ELEC.COST.LIG-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi : petroleum liquids","dollars per barrels","ELEC.COST.PEL-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mississippi : petroleum coke","dollars per tons","ELEC.COST.PC-MS-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Mississippi : natural gas","dollars per mcf","ELEC.COST.NG-MS-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Tennessee",,"ELEC.COST..A",,,,,,,,,,,,
"Tennessee : coal","dollars per tons","ELEC.COST.COW-TN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Tennessee : bituminous coal","dollars per tons","ELEC.COST.BIT-TN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Tennessee : subbituminous coal","dollars per tons","ELEC.COST.SUB-TN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Tennessee : lignite coal","dollars per tons","ELEC.COST.LIG-TN-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Tennessee : petroleum liquids","dollars per barrels","ELEC.COST.PEL-TN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Tennessee : petroleum coke","dollars per tons","ELEC.COST.PC-TN-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Tennessee : natural gas","dollars per mcf","ELEC.COST.NG-TN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central",,"ELEC.COST..A",,,,,,,,,,,,
"West South Central : coal","dollars per tons","ELEC.COST.COW-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : bituminous coal","dollars per tons","ELEC.COST.BIT-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : subbituminous coal","dollars per tons","ELEC.COST.SUB-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : lignite coal","dollars per tons","ELEC.COST.LIG-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : petroleum liquids","dollars per barrels","ELEC.COST.PEL-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : petroleum coke","dollars per tons","ELEC.COST.PC-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"West South Central : natural gas","dollars per mcf","ELEC.COST.NG-WSC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas",,"ELEC.COST..A",,,,,,,,,,,,
"Arkansas : coal","dollars per tons","ELEC.COST.COW-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas : bituminous coal","dollars per tons","ELEC.COST.BIT-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas : subbituminous coal","dollars per tons","ELEC.COST.SUB-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas : lignite coal","dollars per tons","ELEC.COST.LIG-AR-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Arkansas : petroleum liquids","dollars per barrels","ELEC.COST.PEL-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas : petroleum coke","dollars per tons","ELEC.COST.PC-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arkansas : natural gas","dollars per mcf","ELEC.COST.NG-AR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana",,"ELEC.COST..A",,,,,,,,,,,,
"Louisiana : coal","dollars per tons","ELEC.COST.COW-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : bituminous coal","dollars per tons","ELEC.COST.BIT-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : subbituminous coal","dollars per tons","ELEC.COST.SUB-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : lignite coal","dollars per tons","ELEC.COST.LIG-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : petroleum liquids","dollars per barrels","ELEC.COST.PEL-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : petroleum coke","dollars per tons","ELEC.COST.PC-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Louisiana : natural gas","dollars per mcf","ELEC.COST.NG-LA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma",,"ELEC.COST..A",,,,,,,,,,,,
"Oklahoma : coal","dollars per tons","ELEC.COST.COW-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma : bituminous coal","dollars per tons","ELEC.COST.BIT-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma : subbituminous coal","dollars per tons","ELEC.COST.SUB-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma : lignite coal","dollars per tons","ELEC.COST.LIG-OK-99.A","W","--","--","--","--","--","--","--","--","--","--","--"
"Oklahoma : petroleum liquids","dollars per barrels","ELEC.COST.PEL-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma : petroleum coke","dollars per tons","ELEC.COST.PC-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oklahoma : natural gas","dollars per mcf","ELEC.COST.NG-OK-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas",,"ELEC.COST..A",,,,,,,,,,,,
"Texas : coal","dollars per tons","ELEC.COST.COW-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas : bituminous coal","dollars per tons","ELEC.COST.BIT-TX-99.A","W","--","W","W","W","W","W","--","--","--","W","W"
"Texas : subbituminous coal","dollars per tons","ELEC.COST.SUB-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas : lignite coal","dollars per tons","ELEC.COST.LIG-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas : petroleum liquids","dollars per barrels","ELEC.COST.PEL-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas : petroleum coke","dollars per tons","ELEC.COST.PC-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Texas : natural gas","dollars per mcf","ELEC.COST.NG-TX-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain",,"ELEC.COST..A",,,,,,,,,,,,
"Mountain : coal","dollars per tons","ELEC.COST.COW-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : bituminous coal","dollars per tons","ELEC.COST.BIT-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : subbituminous coal","dollars per tons","ELEC.COST.SUB-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : lignite coal","dollars per tons","ELEC.COST.LIG-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : petroleum liquids","dollars per barrels","ELEC.COST.PEL-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : petroleum coke","dollars per tons","ELEC.COST.PC-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Mountain : natural gas","dollars per mcf","ELEC.COST.NG-MTN-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arizona",,"ELEC.COST..A",,,,,,,,,,,,
"Arizona : coal","dollars per tons","ELEC.COST.COW-AZ-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arizona : bituminous coal","dollars per tons","ELEC.COST.BIT-AZ-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arizona : subbituminous coal","dollars per tons","ELEC.COST.SUB-AZ-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arizona : lignite coal","dollars per tons","ELEC.COST.LIG-AZ-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Arizona : petroleum liquids","dollars per barrels","ELEC.COST.PEL-AZ-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Arizona : petroleum coke","dollars per tons","ELEC.COST.PC-AZ-99.A","W","W","W","W","--","--","--","--","--","--","--","--"
"Arizona : natural gas","dollars per mcf","ELEC.COST.NG-AZ-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Colorado",,"ELEC.COST..A",,,,,,,,,,,,
"Colorado : coal","dollars per tons","ELEC.COST.COW-CO-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Colorado : bituminous coal","dollars per tons","ELEC.COST.BIT-CO-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Colorado : subbituminous coal","dollars per tons","ELEC.COST.SUB-CO-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Colorado : lignite coal","dollars per tons","ELEC.COST.LIG-CO-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Colorado : petroleum liquids","dollars per barrels","ELEC.COST.PEL-CO-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Colorado : petroleum coke","dollars per tons","ELEC.COST.PC-CO-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Colorado : natural gas","dollars per mcf","ELEC.COST.NG-CO-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Idaho",,"ELEC.COST..A",,,,,,,,,,,,
"Idaho : coal","dollars per tons","ELEC.COST.COW-ID-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Idaho : bituminous coal","dollars per tons","ELEC.COST.BIT-ID-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Idaho : subbituminous coal","dollars per tons","ELEC.COST.SUB-ID-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Idaho : lignite coal","dollars per tons","ELEC.COST.LIG-ID-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Idaho : petroleum liquids","dollars per barrels","ELEC.COST.PEL-ID-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Idaho : petroleum coke","dollars per tons","ELEC.COST.PC-ID-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Idaho : natural gas","dollars per mcf","ELEC.COST.NG-ID-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana",,"ELEC.COST..A",,,,,,,,,,,,
"Montana : coal","dollars per tons","ELEC.COST.COW-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana : bituminous coal","dollars per tons","ELEC.COST.BIT-MT-99.A","--","--","--","--","--","--","--","--","--","--","W","W"
"Montana : subbituminous coal","dollars per tons","ELEC.COST.SUB-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana : lignite coal","dollars per tons","ELEC.COST.LIG-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana : petroleum liquids","dollars per barrels","ELEC.COST.PEL-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana : petroleum coke","dollars per tons","ELEC.COST.PC-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Montana : natural gas","dollars per mcf","ELEC.COST.NG-MT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Nevada",,"ELEC.COST..A",,,,,,,,,,,,
"Nevada : coal","dollars per tons","ELEC.COST.COW-NV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Nevada : bituminous coal","dollars per tons","ELEC.COST.BIT-NV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Nevada : subbituminous coal","dollars per tons","ELEC.COST.SUB-NV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Nevada : lignite coal","dollars per tons","ELEC.COST.LIG-NV-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Nevada : petroleum liquids","dollars per barrels","ELEC.COST.PEL-NV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Nevada : petroleum coke","dollars per tons","ELEC.COST.PC-NV-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Nevada : natural gas","dollars per mcf","ELEC.COST.NG-NV-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"New Mexico",,"ELEC.COST..A",,,,,,,,,,,,
"New Mexico : coal","dollars per tons","ELEC.COST.COW-NM-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"New Mexico : bituminous coal","dollars per tons","ELEC.COST.BIT-NM-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"New Mexico : subbituminous coal","dollars per tons","ELEC.COST.SUB-NM-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"New Mexico : lignite coal","dollars per tons","ELEC.COST.LIG-NM-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"New Mexico : petroleum liquids","dollars per barrels","ELEC.COST.PEL-NM-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"New Mexico : petroleum coke","dollars per tons","ELEC.COST.PC-NM-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"New Mexico : natural gas","dollars per mcf","ELEC.COST.NG-NM-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Utah",,"ELEC.COST..A",,,,,,,,,,,,
"Utah : coal","dollars per tons","ELEC.COST.COW-UT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Utah : bituminous coal","dollars per tons","ELEC.COST.BIT-UT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Utah : subbituminous coal","dollars per tons","ELEC.COST.SUB-UT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Utah : lignite coal","dollars per tons","ELEC.COST.LIG-UT-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Utah : petroleum liquids","dollars per barrels","ELEC.COST.PEL-UT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Utah : petroleum coke","dollars per tons","ELEC.COST.PC-UT-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Utah : natural gas","dollars per mcf","ELEC.COST.NG-UT-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Wyoming",,"ELEC.COST..A",,,,,,,,,,,,
"Wyoming : coal","dollars per tons","ELEC.COST.COW-WY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Wyoming : bituminous coal","dollars per tons","ELEC.COST.BIT-WY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Wyoming : subbituminous coal","dollars per tons","ELEC.COST.SUB-WY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Wyoming : lignite coal","dollars per tons","ELEC.COST.LIG-WY-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Wyoming : petroleum liquids","dollars per barrels","ELEC.COST.PEL-WY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Wyoming : petroleum coke","dollars per tons","ELEC.COST.PC-WY-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Wyoming : natural gas","dollars per mcf","ELEC.COST.NG-WY-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous",,"ELEC.COST..A",,,,,,,,,,,,
"Pacific Contiguous : coal","dollars per tons","ELEC.COST.COW-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous : bituminous coal","dollars per tons","ELEC.COST.BIT-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous : subbituminous coal","dollars per tons","ELEC.COST.SUB-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous : lignite coal","dollars per tons","ELEC.COST.LIG-PCC-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Pacific Contiguous : petroleum liquids","dollars per barrels","ELEC.COST.PEL-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous : petroleum coke","dollars per tons","ELEC.COST.PC-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Pacific Contiguous : natural gas","dollars per mcf","ELEC.COST.NG-PCC-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"California",,"ELEC.COST..A",,,,,,,,,,,,
"California : coal","dollars per tons","ELEC.COST.COW-CA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"California : bituminous coal","dollars per tons","ELEC.COST.BIT-CA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"California : subbituminous coal","dollars per tons","ELEC.COST.SUB-CA-99.A","W","W","W","W","W","W","W","--","--","--","--","--"
"California : lignite coal","dollars per tons","ELEC.COST.LIG-CA-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"California : petroleum liquids","dollars per barrels","ELEC.COST.PEL-CA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"California : petroleum coke","dollars per tons","ELEC.COST.PC-CA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"California : natural gas","dollars per mcf","ELEC.COST.NG-CA-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oregon",,"ELEC.COST..A",,,,,,,,,,,,
"Oregon : coal","dollars per tons","ELEC.COST.COW-OR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oregon : bituminous coal","dollars per tons","ELEC.COST.BIT-OR-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
"Oregon : subbituminous coal","dollars per tons","ELEC.COST.SUB-OR-99.A","W","W","W","W","W","W","W","W","W","W","W","W"
"Oregon : lignite coal","dollars per tons","ELEC.COST.LIG-OR-99.A","--","--","--","--","--","--","--","--","--","--","--","--"
