,Solar Output,Demand
0,0.0,1.0609285615280122
1,0.0,0.9204924735952096
2,0.0,0.7659209658193108
3,0.0,0.4755842319740524
4,0.0,0.4786280320461284
5,0.0,0.4878400465722283
6,0.0,0.5187144678845673
7,0.056975000000000005,0.578629334959665
8,0.28951699999999997,0.6822475535719236
9,0.462197,0.8796316081279627
10,0.5779099999999999,1.010540681396058
11,0.620917,0.9824889529565046
12,0.6203350000000001,0.9218244670529202
13,0.576083,0.8814679954536633
14,0.46603100000000003,0.8594905885288165
15,0.291182,0.8504664153244808
16,0.04136,0.7890725473345713
17,0.0,0.7641016272558423
18,0.0,0.8005336401186482
19,0.0,0.901152108224988
20,0.0,1.0464140215673772
21,0.0,1.1337705486097631
22,0.0,1.136531477836609
23,0.0,1.072242813184376
24,0.0,0.959720788401297
25,0.0,0.8024302941258005
26,0.0,0.6445505779946219
27,0.0,0.5680075957087017
28,0.0,0.5296474648629168
29,0.0,0.5285556510409447
30,0.0,0.5481322318631663
31,0.079055,0.5960574390818617
32,0.34383600000000003,0.6771052865023701
33,0.521408,0.8508083608238848
34,0.635799,0.9681340337648652
35,0.690256,0.967378787458764
36,0.686842,0.9392392648241066
37,0.6243070000000001,0.8977562997255563
38,0.502286,0.8755682366312751
39,0.079959,0.8675462257089788
40,0.039325000000000006,0.8071145732265127
41,0.0,0.7922688991766694
42,0.0,0.835145649100435
43,0.0,0.9345546807861834
44,0.0,1.0829499625758876
45,0.0,1.1669107365619713
46,0.0,1.159094419649045
47,0.0,1.0909133978321734
48,0.0,0.9669381531893658
49,0.0,0.8013190474870401
50,0.0,0.6315391012668754
51,0.0,0.5488827100601557
52,0.0,0.5082528761123278
53,0.0,0.503013888503867
54,0.0,0.5165364677182379
55,0.080998,0.5631411582069692
56,0.349154,0.6524745654644746
57,0.524857,0.8288928838743657
58,0.630932,0.9457419399550908
59,0.678505,0.9494651678540732
60,0.6680309999999999,0.931577800571064
61,0.6055119999999999,0.8999247082305323
62,0.487419,0.8788555983699718
63,0.312092,0.8714930280265015
64,0.05532,0.805623153050758
65,0.0,0.7857336234857094
66,0.0,0.8252654339810938
67,0.0,0.9367289662628556
68,0.0,1.0840739888559308
69,0.0,1.164782357996285
70,0.0,1.1627715188645245
71,0.0,1.0903344606769605
72,0.0,0.9665880298284034
73,0.0,0.7972540681396058
74,0.0,0.6283255066115929
75,0.0,0.5447216477698
76,0.0,0.5031908906938706
77,0.0,0.4940888198929946
78,0.0,0.5092468605328084
79,0.077186,0.5494976852493554
80,0.33621100000000004,0.639204696033044
81,0.501099,0.8152498267402208
82,0.603776,0.9133948105231058
83,0.650537,0.9154567404984336
84,0.641907,0.8918306212402625
85,0.583021,0.8709154492279543
86,0.477748,0.8635307293543646
87,0.306588,0.8627327918387713
88,0.058594,0.8098531034291574
89,0.0,0.7895878357774513
90,0.0,0.8370252266237906
91,0.0,0.9346726914867074
92,0.0,1.0694172927120005
93,0.0,1.146407728772212
94,0.0,1.137824078951016
95,0.0,1.0586564466498487
96,0.0,0.9375278463116458
97,0.0,0.7648896681728717
98,0.0,0.5969692845064174
99,0.0,0.5115122113492084
100,0.0,0.4660209020597122
101,0.0,0.4575949047764254
102,0.0,0.4674419371829345
103,0.008537000000000001,0.4993667562997254
104,0.229387,0.5854190391705707
105,0.303399,0.7537077315443682
106,0.017832999999999998,0.863773792032822
107,0.312815,0.8759427549690901
108,0.09217499999999999,0.8730768164555205
109,0.175837,0.8675336123970834
110,0.123277,0.8629064397194577
111,0.170534,0.8612871399661794
112,0.006495,0.8092186399800403
113,0.0,0.79370479305852
114,0.0,0.8362123749064395
115,0.0,0.9315247692179748
116,0.0,1.0715041720954728
117,0.0,1.1502548443434144
118,0.0,1.1398406010035202
119,0.0,1.065934909766307
120,0.0,0.9368135724780304
121,0.0,0.7692361600088707
122,0.0,0.6004508635267374
123,0.0,0.5169733041332851
124,0.0,0.4773168574834362
125,0.0,0.4664657222853657
126,0.0,0.4741474787236991
127,0.061126,0.5004107781443182
128,0.294875,0.5625069719734981
129,0.45985899999999996,0.6642847281900589
130,0.577908,0.8128088598120474
131,0.6340520000000001,0.925498267402212
132,0.6332190000000001,0.9840322401796356
133,0.5840660000000001,0.9579548138496936
134,0.47180500000000003,0.9303842486069912
135,0.29932,0.9300817508940205
136,0.065994,0.8781257727386133
137,0.0,0.853206581099437
138,0.0,0.8752959554237238
139,0.0,0.9595298422642972
140,0.0,1.1058008760014413
141,0.0,1.183035428159565
142,0.0,1.1801365564272446
143,0.0,1.1089228231641393
144,0.0,0.9866343525628586
145,0.0,0.8324996812020069
146,0.0,0.6643406980289968
147,0.0,0.5786751309843926
148,0.0,0.5353369001746459
149,0.0,0.5347264713220413
150,0.0,0.5494890361211986
151,0.017455,0.5875709256230421
152,0.146603,0.6501443461868985
153,0.000695,0.7684867352313364
154,0.297659,0.9132763839991126
155,0.527889,1.020225293155545
156,0.630134,1.0514891747290214
157,0.451275,1.0206914312643804
158,0.203654,0.9917898982618576
159,0.29722000000000004,0.9864420757907576
160,0.049798999999999996,0.9317092007872922
161,0.0,0.9080754580988548
162,0.0,0.930106755745294
163,0.0,1.0202102403459647
164,0.0,1.1427917556066862
165,0.0,1.2091268538796327
166,0.0,1.1992837302137331
167,0.0,1.1189639342444486
168,0.0,0.9924074515565656
169,0.0,0.826038671582624
170,0.0,0.645406314972417
171,0.0,0.5459803176891302
172,0.0,0.4933217642003714
173,0.0,0.4810580212347182
174,0.0,0.4868459789870539
175,0.0031320000000000002,0.5213346270063481
176,0.021653,0.6091765586449699
177,0.161678,0.7902935159260385
178,0.076964,0.901253402822055
179,0.092906,0.9223636237629252
180,0.115568,0.9291901699331908
181,0.022216999999999997,0.9215274304881764
182,0.0022240000000000003,0.9119931250519778
183,0.002947,0.910127546918748
184,0.007991,0.8389508773875196
185,0.0,0.8064300169101544
186,0.0,0.8392269010062927
187,0.0,0.9526043301083912
188,0.0,1.1080260028275994
189,0.0,1.1881749785157871
190,0.0,1.182377013278629
191,0.0,1.1049415352202474
192,0.0,0.9765838993152772
193,0.0,0.8025491364732624
194,0.0,0.6298018739777671
195,0.0,0.539253485986749
196,0.0,0.4909494913092895
197,0.0,0.4796657888171207
198,0.0,0.4851408809913231
199,0.024757,0.517693565824855
200,0.251882,0.602775205832617
201,0.472358,0.7735341668283756
202,0.5904299999999999,0.8883034402461674
203,0.637115,0.9151375266820057
204,0.6340330000000001,0.9288582873617384
205,0.378326,0.920438250214842
206,0.410069,0.8955514373631246
207,0.253838,0.8827859063565547
208,0.056780000000000004,0.8134532198597286
209,0.0,0.7902701743686412
210,0.0,0.8370724918914423
211,0.0,0.9540669198569568
212,0.0,1.1114373354032097
213,0.0,1.206445208327558
214,0.0,1.2059399273695006
215,0.0,1.12835624982674
216,0.0,1.0102714772821777
217,0.0,0.8468845396834197
218,0.0,0.675350788678513
219,0.0,0.5885665178942697
220,0.0,0.5404982674022121
221,0.0,0.5408062817065393
222,0.0,0.5570009148116318
223,0.061243,0.6022286751864273
224,0.045843,0.6946094308762784
225,0.15894999999999998,0.8705968175643833
226,0.230317,0.979654256646245
227,0.12428199999999999,0.9917571313724944
228,0.11021399999999999,0.9854463726332712
229,0.10012,0.959091813821972
230,0.023289,0.9193236492667642
231,0.009642,0.9055667673883512
232,0.008603,0.8353871039281454
233,0.0,0.8034556316358494
234,0.0,0.836986305547085
235,0.0,0.9495320599894658
